primaryID
Q1024612
Q1032902
Q105361026
Q105362742
Q105412156
Q1056532
Q1058190
Q1069599
Q1073220
Q10814203
Q10814518
Q1084878
Q1085078
Q1085773
Q10988613
Q11071075
Q11071131
Q1116422
Q1142947
Q1143072
Q1143172
Q1147372
Q1149122
Q1154611
Q11681842
Q11684255
Q11694893
Q11705457
Q11721976
Q1173557
Q11853763
Q11856447
Q11907460
Q1190762
Q11913806
Q11938629
Q1198053
Q1200249
Q12063746
Q1225690
Q123045
Q12357554
Q124435611
Q1252223
Q1263065
Q1270676
Q12745566
Q12746111
Q12746120
Q12746324
Q12746346
Q12746382
Q12752330
Q12752331
Q1279013
Q128861
Q1299381
Q1316030
Q133582
Q13365951
Q13561329
Q13566123
Q13566155
Q1407929
Q141591
Q1417916
Q1436420
Q1437419
Q1473399
Q1476411
Q14864310
Q14865947
Q14866180
Q1486720
Q1487359
Q14874349
Q14878193
Q14878332
Q14889244
Q14891582
Q14903766
Q14904318
Q14904349
Q14905310
Q14906151
Q14907288
Q14910515
Q14911975
Q14911994
Q14912882
Q14913250
Q14913880
Q14914534
Q14914570
Q14916157
Q1493174
Q1498674
Q1499996
Q1499998
Q1499999
Q1500000
Q1500001
Q1500003
Q1500004
Q1500005
Q1500343
Q151233
Q15312073
Q15312372
Q15316702
Q15319708
Q15320766
Q15323346
Q15323565
Q1532471
Q15327766
Q15327773
Q15330067
Q15331777
Q1540648
Q1552797
Q155750
Q15996548
Q15996558
Q15996590
Q15996644
Q15996645
Q15996694
Q15996701
Q15996716
Q15996835
Q15997057
Q15997063
Q15997097
Q15997117
Q15997196
Q15997226
Q15997256
Q15997282
Q161537
Q1620739
Q1622348
Q16252162
Q16252262
Q16252354
Q16252570
Q16252641
Q16252790
Q1634046
Q1649375
Q1665322
Q16665803
Q166726
Q1668565
Q16736368
Q16736395
Q16866853
Q16911993
Q16991234
Q17027916
Q170617
Q17113326
Q17147662
Q171604
Q1724405
Q1738547
Q17487737
Q1754323
Q1759126
Q18035024
Q18038684
Q18040230
Q18043095
Q18049227
Q18049890
Q18056169
Q180583
Q18060414
Q18063217
Q1811387
Q18353602
Q18353979
Q18357191
Q18391140
Q18391146
Q18391149
Q18391153
Q1886099
Q1920577
Q192191
Q192642
Q1947065
Q1949517
Q19596944
Q19598002
Q19598003
Q1977297
Q1979313
Q1982330
Q1986448
Q1998562
Q2004050
Q2005191
Q2005209
Q2006984
Q2007821
Q2013337
Q20180797
Q202476
Q2034004
Q2041084
Q2042529
Q2043052
Q2044253
Q2045854
Q205042
Q2058153
Q205986
Q2062543
Q2067372
Q2071144
Q2071346
Q2073928
Q2074167
Q20801774
Q2083074
Q2100344
Q21096129
Q21096238
Q21096242
Q21096246
Q21096253
Q21096258
Q21096259
Q21096262
Q21096265
Q21096267
Q21096268
Q21096276
Q21096281
Q21096283
Q21096286
Q21096296
Q21096300
Q21096304
Q21096305
Q21096306
Q21096329
Q21096336
Q21096337
Q21096340
Q21096342
Q21096343
Q21096344
Q21096345
Q21096346
Q21096355
Q21096358
Q21096365
Q21096370
Q21096374
Q21096383
Q21096394
Q21096399
Q21096407
Q21096408
Q21096409
Q21096417
Q21096418
Q21096420
Q21096423
Q21096425
Q21096429
Q21096435
Q21096438
Q21096439
Q21096440
Q21096441
Q21096443
Q21096444
Q21096445
Q21096446
Q21096447
Q21096448
Q21096450
Q21096451
Q21096452
Q21096456
Q21096458
Q21096462
Q21096468
Q21097134
Q21097139
Q21097140
Q21097141
Q21097146
Q21097150
Q21097156
Q21097157
Q21097164
Q21097167
Q21097169
Q21097172
Q21097173
Q21097174
Q21097177
Q21097179
Q21097181
Q21097182
Q21097188
Q21097192
Q21097193
Q21097198
Q21097215
Q21097216
Q21097222
Q21097223
Q21097227
Q21097230
Q21097231
Q21097233
Q21097237
Q21097239
Q21097240
Q21097248
Q21097261
Q21097266
Q21097272
Q21097276
Q21097280
Q21097293
Q21097294
Q21097295
Q21097296
Q21097297
Q21097298
Q21097342
Q21097344
Q21097347
