primaryID,secondaryID
Q7391292,Q25702810
Q7697766,Q65163743
Q7697766,Q111304281
Q18476657,Q5374838
Q18476657,Q48566826
Q19598140,Q48566746
Q27430123,Q28852436
Q27430123,Q28852698
Q28852429,Q28852690
Q39048038,Q48566789
Q39048038,Q111810610
Q48566655,Q96377268
Q55344302,Q81977854
Q1801,Q2771641
Q1801,Q12825804
Q1801,Q12952191
Q1801,Q12966993
Q1801,Q13041429
Q1801,Q16042640
Q1801,Q19683397
Q1801,Q19747621
Q1801,Q19750019
Q1801,Q26841224
Q1801,Q31829700
Q1801,Q65424655
Q274959,Q25533371
Q369682,Q21086859
Q473252,Q1621664
Q4726990,Q65162410
Q4968566,Q27992659
Q7251413,Q16117542
Q7700570,Q48566805
Q7700570,Q114406806
Q20973563,Q115017610
Q22668726,Q28852412
Q22668726,Q28852677
Q22668726,Q97353710
Q25048068,Q10683106
Q25048068,Q100257717
Q25048068,Q111730989
Q28852345,Q28852753
Q28852434,Q28852696
Q28856135,Q48566686
Q28859529,Q48566656
Q65224815,Q82854506
Q72441419,Q76421506
Q72441859,Q24686379
Q2356542,Q24014562
Q2356542,Q25581715
Q3482521,Q13417698
Q5159287,Q113372340
Q27098093,Q27902936
Q27225479,Q46323426
Q27225544,Q46323735
Q190527,Q3612659
Q190527,Q15706181
Q193784,Q117209238
Q247994,Q12969599
Q350176,Q56353219
Q410851,Q16114376
Q417561,Q12040960
Q426228,Q12537670
Q742487,Q3343424
Q742487,Q9061982
Q905480,Q3683628
Q906592,Q12797387
Q909436,Q16133211
Q1310330,Q3143820
Q2421285,Q67918278
Q5279740,Q1227134
Q12385831,Q60530681
Q15835484,Q103866806
Q25473183,Q110297858
Q82044825,Q82925791
Q879,Q2766591
Q879,Q12935894
Q879,Q12951127
Q879,Q13167121
Q879,Q13195575
Q879,Q16041969
Q879,Q19681886
Q879,Q19717808
Q879,Q19747311
Q879,Q19749589
Q879,Q31829672
Q879,Q65424544
Q11344,Q2759765
Q11344,Q20054002
Q11344,Q21150812
Q11344,Q25682328
Q11344,Q25683509
Q11344,Q25697933
Q11344,Q25706238
Q11344,Q53931299
Q11344,Q53931321
Q11344,Q63368193
Q40867,Q12832436
Q40867,Q13078842
Q40867,Q65418368
Q42501,Q13076026
Q42501,Q25424215
Q42501,Q25533596
Q42501,Q25554273
Q42501,Q31090994
Q42501,Q65450730
Q83323,Q3239638
Q83323,Q3642881
Q83323,Q65329471
Q162908,Q6704357
Q162908,Q11660588
Q162908,Q25527309
Q162908,Q31173286
Q162908,Q31820221
Q162908,Q65429209
Q191154,Q2782179
Q191154,Q10544375
Q191154,Q10601860
Q191154,Q12267751
Q274579,Q2994435
Q274579,Q12957964
Q408171,Q86008592
Q417725,Q13173562
Q466403,Q16321830
Q466403,Q20644529
Q723538,Q470864
Q898866,Q16678133
Q901227,Q10772390
Q901227,Q11879840
Q901227,Q108442033
Q902175,Q3631612
Q904609,Q16667643
Q906289,Q28067985
Q911922,Q8348049
Q911922,Q25629972
Q967847,Q11990841
Q1056832,Q19978852
Q1056832,Q25534110
Q1079788,Q3538069
Q1079788,Q16518938
Q1079788,Q103865495
Q1550480,Q5153160
Q1757710,Q25406158
Q1757710,Q28687022
Q1757710,Q103857041
Q1801668,Q66589562
Q1811173,Q6813720
Q1811173,Q12058408
Q22683540,Q72470683
Q25323729,Q27149161
Q26900199,Q105071125
Q27032499,Q27155455
Q1177598,Q72493411
Q27146716,Q72481030
Q27162424,Q72461621
Q27162453,Q72508124
Q27163267,Q72443358
Q27163293,Q72500755
Q27136594,Q72470880
Q27104423,Q4699894
Q1821342,Q15845431
Q1926141,Q3317127
Q1926141,Q65230137
Q2155237,Q2886624
Q2155237,Q17334037
