?primaryID	?secondaryID
Q21137667	Q21433597
Q21150548	Q21436595
Q21150920	Q21438152
Q3547204	Q21123551
Q3776878	Q21113918
Q3782045	Q21101774
Q4035572	Q21111917
Q4046188	Q21118386
Q4140229	Q21107413
Q4201963	Q21107769
Q4316429	Q21123625
Q4650077	Q21113664
Q4650907	Q21110399
Q4652602	Q21111343
Q4897230	Q21125291
Q5009352	Q21416540
Q5009623	Q21113925
Q5009806	Q21118435
Q5009843	Q21100597
Q5014193	Q21118047
Q5014546	Q14908015
Q5014546	Q21114215
Q5014872	Q21107057
Q5014879	Q21110953
Q5014879	Q100261325
Q5044071	Q21106905
Q5047347	Q21117320
Q5049051	Q12856794
Q5062977	Q21109721
Q5145901	Q21106847
Q5198251	Q21147902
Q5248822	Q21110823
Q5255119	Q97585497
Q5259531	Q22680313
Q5324491	Q21116555
Q5426937	Q21108607
Q5512833	Q21097471
Q5630190	Q21117988
Q5630194	Q21118010
Q5768397	Q21119127
Q6393598	Q21115041
Q6393627	Q21122199
Q6449562	Q21108782
Q6485957	Q21100843
Q6594108	Q21110971
Q6714499	Q21114918
Q6717781	Q21122990
Q6718311	Q21117545
Q6720421	Q21116018
Q6917574	Q21109432
Q7117832	Q21110451
Q7120338	Q21108521
Q7120997	Q21097270
Q7120997	Q74663360
Q21139123	Q21421353
Q21139631	Q21418875
Q21140268	Q21438647
Q21140856	Q21171829
Q7389439	Q21127165
Q7669284	Q21115860
Q7671460	Q21120444
Q7861685	Q21172675
Q8063006	Q21124740
Q8063257	Q21137428
Q9081246	Q21109302
Q11694893	Q21117649
Q11913806	Q21100562
Q14878332	Q21123191
Q21204373	Q29475623
Q21097409	Q21142933
Q21100818	Q7394599
Q21100846	Q66309943
Q21107439	Q5277325
Q21107772	Q4052539
Q21108146	Q15833221
Q21108707	Q5628781
Q21105313	Q21117854
Q14912882	Q21120892
Q21979447	Q21140345
Q21109218	Q4836332
Q22680035	Q22911486
Q170617	Q6759560
Q170617	Q7248360
Q170617	Q12425064
Q170617	Q12822510
Q170617	Q12957272
Q170617	Q20816878
Q170617	Q65255882
Q170617	Q117014306
Q409489	Q10501805
Q409489	Q21124495
Q6590402	Q21174973
Q424401	Q21431296
Q424401	Q85978228
Q21124097	Q21174836
Q21124897	Q24770689
Q21111685	Q3875053
Q21112455	Q21481586
Q21112631	Q55604052
Q123045	Q85973394
Q192191	Q14820586
Q192191	Q25600572
Q192191	Q66023828
Q246978	Q16670626
Q246978	Q21121819
Q288797	Q21115047
Q408154	Q7120137
Q21114375	Q21137038
Q21134233	Q26700537
Q21134233	Q109311815
Q21135167	Q96411988
Q21135661	Q29475200
Q21112956	Q5049054
Q21113119	Q5014886
Q21113917	Q5009618
Q21113920	Q5009619
Q21117068	Q21152175
Q21117599	Q21135984
Q21117666	Q21436510
Q21117696	Q21419367
Q21117711	Q21435789
Q21117820	Q21433472
Q21117899	Q21438244
Q21117916	Q21433564
Q21139116	Q21431983
Q21136967	Q21426687
Q21137141	Q21431315
Q21140730	Q21422913
Q21150228	Q21436515
Q21119425	Q6953614
Q21142228	Q21426385
Q408476	Q21111616
Q409106	Q21119886
Q409423	Q14864673
Q409867	Q21118345
Q414964	Q21113205
Q414992	Q10336466
Q414992	Q21120138
Q415227	Q5630685
Q415227	Q21119072
Q416227	Q21110559
Q421793	Q21103112
Q424709	Q3451891
Q425360	Q5854406
Q515530	Q21121664
Q648343	Q21108205
Q891874	Q21430316
Q21120485	Q21149519
Q21121519	Q19843706
Q21121739	Q55625506
Q21122196	Q7670170
Q21122209	Q33093762
Q21143090	Q21174981
Q21146773	Q21436443
Q21147674	Q21433484
Q21173458	Q5205922
Q15327766	Q21111877
Q21100491	Q19903599
Q21100507	Q60741258
Q21100897	Q29475485
Q5156411	Q21100909
Q5173210	Q21105260
Q5205645	Q21124084
Q5253642	Q21101008
Q5323620	Q21111246
Q5323621	Q21111305
Q5323622	Q21111304
Q5385169	Q21119286
Q5513080	Q21106154
Q5514296	Q21108694
Q5514413	Q77038961
Q5514576	Q21109262
Q5520267	Q21114533
Q5572421	Q21114336
Q5572591	Q21124589
Q5630193	Q21117997
Q5631153	Q21120621
Q5639104	Q6047013
Q5639104	Q21113431
Q5804957	Q21102574
Q5864338	Q21123245
Q6055401	Q21125881
Q6332764	Q21121511
Q6393594	Q21117040
Q6449560	Q21108784
Q6658210	Q21112260
Q6720415	Q21121709
Q6748237	Q21118876
Q7068191	Q14914605
Q7118116	Q21101943
Q7250440	Q21124818
Q7251483	Q21114063
Q7611614	Q21109018
Q7670160	Q21109251
Q7670615	Q21120958
Q7840697	Q21125097
Q7861688	Q21103067
Q7905828	Q21102172
Q7953610	Q21123975
Q12752330	Q21428401
Q14864310	Q21113480
Q906904	Q21115369
Q986112	Q21112078
Q1147372	Q2070585
Q1316030	Q18373522
Q1417916	Q21112972
Q1498674	Q21114059
Q1500001	Q21116960
Q1552797	Q21119032
Q1754323	Q21107897
Q1759126	Q21107907
Q2005191	Q21101575
Q2007821	Q21123340
Q2007821	Q58518683
Q2477760	Q21117875
Q3271551	Q21134230
Q3454531	Q10357994
Q3454531	Q21436448
Q3459294	Q21111390
Q3631924	Q21106689
Q3737406	Q21110734
Q3943776	Q14900993
Q4039104	Q21109344
Q4051790	Q21115600
Q4201946	Q4052537
Q4201948	Q21119181
Q4201950	Q21107777
Q4649887	Q21115174
Q4650057	Q21108028
Q4650058	Q21115234
Q4650906	Q21115376
Q4654858	Q21116851
Q4812916	Q21097426
Q5009787	Q21113164
Q5011187	Q21120090
Q5014889	Q21113157
Q5014957	Q21110737
Q5141482	Q21421136
Q21103440	Q5657575
Q21104660	Q6717124
Q21106034	Q21130631
Q21106034	Q21203958
Q14878193	Q21108322
Q14905310	Q15996782
Q14905310	Q21107996
Q14914534	Q21103346
Q15312372	Q21124091
Q21174990	Q7392144
Q21110095	Q21140299
Q21110685	Q21150438
Q21111011	Q55613569
Q21101211	Q15997283
Q21103058	Q21137523
Q21133444	Q21141154
Q21133712	Q85776671
Q21106404	Q7670080
Q21109233	Q21141337
Q22683586	Q1473401
Q22683586	Q22675464
Q22676633	Q109038183
Q18049227	Q21072676
Q18049890	Q18390607
